customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-001026,Male,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Two year,No,Mailed check,58.2,316.03,No
CUST-001027,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,100.65,564.43,Yes
CUST-001028,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),56.54,1278.19,No
CUST-001029,Male,0,No,No,41,Yes,No,No,No,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,72.11,2909.28,No
CUST-001030,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,78.54,2495.97,No
CUST-001031,Male,0,Yes,No,35,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),20.23,714.21,Yes
CUST-001032,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),70.54,748.33,Yes
CUST-001033,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),53.17,3134.47,No
CUST-001034,Female,0,No,No,22,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),60.97,1390.85,Yes
CUST-001035,Male,0,Yes,No,4,No,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,28.23,78.96,No
CUST-001036,Male,0,No,No,54,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,97.85,4830.44,No
CUST-001037,Male,1,Yes,No,65,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,114.13,6310.58,No
CUST-001038,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,20.27,25.89,Yes
CUST-001039,Male,1,No,Yes,31,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.34,2221.15,No
CUST-001040,Male,0,No,No,60,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.91,7234.94,No
CUST-001041,Female,0,No,No,51,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),47.05,2288.96,No
CUST-001042,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),98.33,7332.82,Yes
CUST-001043,Female,0,No,Yes,30,Yes,No,No,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),82.5,1752.86,No
CUST-001044,Female,1,No,Yes,27,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),112.77,4079.17,Yes
CUST-001045,Female,0,No,No,51,Yes,No,No,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),118.06,5927.42,No
CUST-001046,Female,0,Yes,No,11,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,22.32,198.34,No
CUST-001047,Female,1,Yes,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.38,854.63,No
CUST-001048,Male,1,Yes,No,43,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.79,2576.65,Yes
CUST-001049,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),32.97,1413.83,Yes
CUST-001050,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.3,491.21,Yes
CUST-001051,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.74,5973.6,Yes
CUST-001052,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),19.66,580.28,Yes
CUST-001053,Male,1,Yes,No,36,Yes,No,No,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,64.16,2396.91,No
CUST-001054,Female,0,Yes,No,69,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.95,6877.6,Yes
CUST-001055,Male,0,Yes,No,5,Yes,Yes,No,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,51.04,322.2,Yes
CUST-001056,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.94,6167.87,No
CUST-001057,Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),117.76,3144.4,Yes
CUST-001058,Female,0,No,No,56,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),66.44,5070.25,Yes
CUST-001059,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,31.35,861.58,No
CUST-001060,Male,0,Yes,No,22,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Mailed check,23.28,635.11,Yes
CUST-001061,Female,0,Yes,No,56,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,No,Mailed check,114.43,8801.22,Yes
CUST-001062,Male,0,No,Yes,50,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.11,2622.98,No
CUST-001063,Female,0,Yes,No,10,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.41,506.17,Yes
CUST-001064,Female,0,No,No,51,No,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),27.25,1485.52,Yes
CUST-001065,Male,0,Yes,No,54,Yes,Yes,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,61.21,2297.28,Yes
CUST-001066,Male,0,Yes,No,28,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),112.87,3891.39,Yes
CUST-001067,Male,1,No,No,67,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,69.25,3828.04,No
CUST-001068,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,117.06,6225.71,Yes
CUST-001069,Female,0,No,Yes,24,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,44.4,1415.19,Yes
CUST-001070,Male,0,No,Yes,0,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),69.46,51.73,Yes
CUST-001071,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),105.67,4734.02,No
CUST-001072,Female,0,Yes,Yes,15,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,63.72,1068.29,Yes
CUST-001073,Male,0,No,Yes,55,No,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,46.51,2393.64,No
CUST-001074,Male,0,No,Yes,38,No,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),105.26,2959.33,Yes
CUST-001075,Male,0,No,No,34,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,57.77,1224.19,No
CUST-001076,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,72.13,734.14,Yes
CUST-001077,Male,0,Yes,Yes,51,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,117.61,6714.09,Yes
CUST-001078,Female,0,No,No,12,Yes,Yes,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.02,470.53,Yes
CUST-001079,Male,0,No,No,30,Yes,No,No,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,48.74,1060.08,Yes
CUST-001080,Female,0,No,Yes,61,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,21.17,1240.43,No
CUST-001081,Male,0,No,No,67,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,57.97,3478.41,No
CUST-001082,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),38.42,2266.55,No
CUST-001083,Male,0,Yes,No,69,Yes,Yes,DSL,No,No,Yes,Yes,No,No internet service,One year,No,Credit card (automatic),87.36,7133.45,Yes
CUST-001084,Female,0,No,No,40,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),36.49,1237.33,No
CUST-001085,Male,0,No,No,14,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,86.83,1254.66,Yes
CUST-001086,Male,0,Yes,No,61,Yes,Yes,No,No,No,No,No internet service,No,No internet service,Two year,No,Mailed check,44.87,3663.78,No
CUST-001087,Female,0,Yes,No,58,Yes,No,No,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,54.23,3244.17,No
CUST-001088,Female,0,No,No,72,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),53.58,4218.92,No
CUST-001089,Male,0,No,No,47,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,91.11,2820.22,No
CUST-001090,Male,0,No,No,10,Yes,No,DSL,Yes,Yes,No,No internet service,No,No,One year,No,Bank transfer (automatic),65.58,486.94,No
CUST-001091,Male,0,No,Yes,36,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,54.85,1344.23,Yes
CUST-001092,Female,0,Yes,No,32,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,104.97,4070.65,Yes
CUST-001093,Male,1,Yes,No,61,Yes,No,DSL,Yes,No,No internet service,Yes,No,No,One year,Yes,Mailed check,76.34,5908.18,No
CUST-001094,Female,0,No,Yes,28,Yes,No,No,No,Yes,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),39.81,835.08,Yes
CUST-001095,Male,0,No,No,23,Yes,No,DSL,Yes,No,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),109.81,1958.42,Yes
CUST-001096,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.95,227.31,No
CUST-001097,Male,0,No,No,60,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,21.98,1414.89,Yes
CUST-001098,Male,0,No,No,55,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),68.45,4131.58,No
CUST-001099,Female,1,No,No,3,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),30.64,105.65,Yes
CUST-001100,Male,0,No,No,31,Yes,No,No,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,42.32,1737.18,Yes
CUST-001101,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),94.21,2756.69,No
CUST-001102,Female,0,No,No,34,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),31.34,1200.89,Yes
CUST-001103,Male,1,No,No,67,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,100.31,7041.88,No
CUST-001104,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,No,Electronic check,113.56,959.21,No
CUST-001105,Female,1,Yes,Yes,22,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,79.87,2329.85,No
CUST-001106,Female,0,No,No,13,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),90.46,795.42,Yes
CUST-001107,Female,0,No,No,17,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,Two year,No,Electronic check,90.79,1805.2,No
CUST-001108,Female,0,No,Yes,66,Yes,No,No,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,119.27,9306.84,Yes
CUST-001109,Male,0,No,No,68,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),52.84,4786.97,Yes
CUST-001110,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,34.61,105.37,Yes
CUST-001111,Female,1,Yes,No,46,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,70.96,2798.36,Yes
CUST-001112,Male,0,No,No,16,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,72.39,1461.92,Yes
CUST-001113,Female,0,No,Yes,14,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),36.15,615.75,Yes
CUST-001114,Male,0,No,No,21,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,80.54,1691.77,No
CUST-001115,Male,0,Yes,No,14,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,19.44,330.48,No
CUST-001116,Male,0,Yes,No,35,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),112.62,3209.73,No
CUST-001117,Female,1,Yes,No,72,Yes,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,44.99,3471.23,Yes
CUST-001118,Female,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),22.04,1196.11,Yes
CUST-001119,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,No,Mailed check,29.04,1290.19,No
CUST-001120,Male,0,No,No,36,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),42.51,1510.22,No
CUST-001121,Female,0,No,No,1,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.94,62.52,No
CUST-001122,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),21.35,158.66,Yes
CUST-001123,Male,0,Yes,No,19,No,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,One year,No,Electronic check,46.49,1156.81,No
CUST-001124,Male,0,No,No,17,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,37.68,581.76,Yes
CUST-001125,Female,0,Yes,No,61,Yes,No phone service,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.62,4825.69,No
CUST-001126,Female,1,No,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.29,2523.35,Yes
CUST-001127,Male,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,52.58,3308.91,Yes
CUST-001128,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),51.45,2327.46,Yes
CUST-001129,Female,1,No,No,40,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),27.15,1345.28,Yes
CUST-001130,Male,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),20.57,1282.83,No
CUST-001131,Female,1,No,No,29,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),38.62,1327.08,Yes
CUST-001132,Male,1,No,Yes,48,Yes,No,No,No,No internet service,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),95.18,5032.14,Yes
CUST-001133,Male,1,No,No,57,Yes,Yes,No,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,119.06,6392.42,Yes
CUST-001134,Male,0,No,Yes,55,Yes,No,No,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,112.71,6250.26,No
CUST-001135,Female,0,No,Yes,44,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.43,3077.65,No
CUST-001136,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.25,178.11,No
CUST-001137,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,50.09,2611.03,No
CUST-001138,Female,1,Yes,Yes,26,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,96.94,3238.2,No
CUST-001139,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,96.01,6052.53,Yes
CUST-001140,Male,0,Yes,Yes,39,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),104.12,5021.3,Yes
CUST-001141,Male,0,No,No,64,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.34,6384.67,Yes
CUST-001142,Female,0,Yes,Yes,24,No,No phone service,DSL,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,62.3,1529.86,Yes
CUST-001143,Female,0,No,No,67,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,96.22,4040.73,No
CUST-001144,Female,0,No,Yes,61,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),100.25,5542.85,Yes
CUST-001145,Female,0,No,No,24,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Mailed check,49.46,1162.74,Yes
CUST-001146,Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,112.78,3174.29,No
CUST-001147,Male,0,No,No,38,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No,One year,Yes,Mailed check,27.62,655.97,Yes
CUST-001148,Male,1,No,No,56,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),119.42,7706.21,Yes
CUST-001149,Female,0,No,Yes,50,Yes,No,No,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),96.55,4576.81,Yes
CUST-001150,Female,0,No,Yes,62,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,27.51,1590.56,No
CUST-001151,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,84.94,1834.68,Yes
CUST-001152,Male,0,Yes,Yes,36,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),21.49,797.05,Yes
CUST-001153,Female,1,No,No,31,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.56,2844.95,Yes
CUST-001154,Male,0,No,No,66,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.52,6431.62,No
CUST-001155,Male,0,Yes,No,22,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.45,1860.98,Yes
CUST-001156,Female,0,Yes,No,42,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.4,2678.48,Yes
CUST-001157,Male,0,Yes,No,8,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,27.98,296.85,No
CUST-001158,Male,1,No,No,62,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,46.14,1879.09,No
CUST-001159,Male,0,Yes,No,28,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),60.25,1620.77,Yes
CUST-001160,Male,1,Yes,No,24,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Electronic check,22.33,410.46,Yes
CUST-001161,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,One year,Yes,Electronic check,63.72,2727.16,Yes
CUST-001162,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),45.05,1336.66,No
CUST-001163,Male,1,Yes,No,61,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,58.06,4561.68,Yes
CUST-001164,Male,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,61.36,2138.36,No
CUST-001165,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),107.7,4427.24,No
CUST-001166,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,45.57,254.91,No
CUST-001167,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),109.16,67.19,Yes
CUST-001168,Female,0,Yes,Yes,29,Yes,No,No,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),61.45,1645.41,No
CUST-001169,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),51.44,3811.79,No
CUST-001170,Female,0,No,Yes,66,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),69.26,4423.23,No
CUST-001171,Male,0,Yes,No,45,Yes,No,No,No,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,60.61,3735.55,Yes
CUST-001172,Male,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.25,2372.32,No
CUST-001173,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,69.27,2708.67,No
CUST-001174,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,33.48,335.89,No
CUST-001175,Male,0,No,No,0,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,53.9,66.36,Yes
CUST-001176,Male,0,Yes,No,24,Yes,No phone service,No,No internet service,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),75.71,1897.8,No
CUST-001177,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.17,1507.64,Yes
CUST-001178,Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),102.04,1842.12,No
CUST-001179,Female,0,No,No,18,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),44.19,893.41,No
CUST-001180,Female,0,No,Yes,1,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,116.92,154.22,Yes
CUST-001181,Male,0,Yes,No,44,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),98.04,5092.83,Yes
CUST-001182,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),116.69,5487.69,Yes
CUST-001183,Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,103.49,6000.03,No
CUST-001184,Female,0,Yes,Yes,32,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No,One year,Yes,Electronic check,32.49,1026.63,No
CUST-001185,Male,1,No,No,30,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,71.7,2871.67,Yes
CUST-001186,Female,0,No,No,22,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),35.34,968.33,Yes
CUST-001187,Female,0,Yes,No,10,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,101.46,693.28,No
CUST-001188,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.58,2358.95,Yes
CUST-001189,Female,0,No,Yes,41,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),44.87,1206.25,Yes
CUST-001190,Female,0,No,Yes,0,Yes,No,No,No internet service,Yes,No,No,No,Yes,One year,Yes,Mailed check,112.82,112.21,Yes
CUST-001191,Female,0,No,No,30,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,29.75,593.17,Yes
CUST-001192,Female,0,Yes,No,20,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,75.51,1780.44,Yes
CUST-001193,Female,0,No,Yes,12,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.55,1144.62,No
CUST-001194,Female,1,Yes,No,51,Yes,No,No,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,24.0,1552.9,No
CUST-001195,Female,1,No,Yes,38,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),78.98,2472.53,No
CUST-001196,Male,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,101.22,4727.42,Yes
CUST-001197,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),24.89,898.21,Yes
CUST-001198,Female,0,No,Yes,71,Yes,No,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),70.25,6522.42,Yes
